domainname,wallet,bid,blind
dwiSapulpa,reppy,0.00,0.04
Sapulpadwi,reppy,0.00,0.04
dwiAstoria,reppy,0.00,0.04
Astoriadwi,reppy,0.00,0.04
dwiNewberg,reppy,0.00,0.04
Newbergdwi,reppy,0.00,0.04
dwiRedmond,reppy,0.00,0.04
Redmonddwi,reppy,0.00,0.04
dwiSeaside,reppy,0.00,0.04
Seasidedwi,reppy,0.00,0.04
dwiAltoona,reppy,0.00,0.04
Altoonadwi,reppy,0.00,0.04
dwiHarmony,reppy,0.00,0.04
Harmonydwi,reppy,0.00,0.04
dwiHershey,reppy,0.00,0.04
Hersheydwi,reppy,0.00,0.04
dwiReading,reppy,0.00,0.04
Readingdwi,reppy,0.00,0.04
dwiSunbury,reppy,0.00,0.04
Sunburydwi,reppy,0.00,0.04
dwiTamaqua,reppy,0.00,0.04
Tamaquadwi,reppy,0.00,0.04
dwiWarwick,reppy,0.00,0.04
Warwickdwi,reppy,0.00,0.04
dwiGaffney,reppy,0.00,0.04
Gaffneydwi,reppy,0.00,0.04
dwiMilbank,reppy,0.00,0.04
Milbankdwi,reppy,0.00,0.04
dwiSturgis,reppy,0.00,0.04
Sturgisdwi,reppy,0.00,0.04
dwiYankton,reppy,0.00,0.04
Yanktondwi,reppy,0.00,0.04
dwiMemphis,reppy,0.00,0.04
Memphisdwi,reppy,0.00,0.04
dwiBaytown,reppy,0.00,0.04
Baytowndwi,reppy,0.00,0.04
dwiDenison,reppy,0.00,0.04
Denisondwi,reppy,0.00,0.04
dwiGarland,reppy,0.00,0.04
Garlanddwi,reppy,0.00,0.04
dwiHouston,reppy,0.00,0.04
Houstondwi,reppy,0.00,0.04
dwiKilgore,reppy,0.00,0.04
Kilgoredwi,reppy,0.00,0.04
dwiKilleen,reppy,0.00,0.04
Killeendwi,reppy,0.00,0.04
dwiLubbock,reppy,0.00,0.04
Lubbockdwi,reppy,0.00,0.04
dwiMcAllen,reppy,0.00,0.04
McAllendwi,reppy,0.00,0.04
dwiMission,reppy,0.00,0.04
Missiondwi,reppy,0.00,0.04
dwiSherman,reppy,0.00,0.04
Shermandwi,reppy,0.00,0.04
dwiVermont,reppy,0.00,0.04
Vermontdwi,reppy,0.00,0.04
dwiRutland,reppy,0.00,0.04
Rutlanddwi,reppy,0.00,0.04
dwiFairfax,reppy,0.00,0.04
Fairfaxdwi,reppy,0.00,0.04
dwiHampton,reppy,0.00,0.04
Hamptondwi,reppy,0.00,0.04
dwiRoanoke,reppy,0.00,0.04
Roanokedwi,reppy,0.00,0.04
dwiSuffolk,reppy,0.00,0.04
Suffolkdwi,reppy,0.00,0.04
dwiEphrata,reppy,0.00,0.04
Ephratadwi,reppy,0.00,0.04
dwiHoquiam,reppy,0.00,0.04
Hoquiamdwi,reppy,0.00,0.04
dwiOlympia,reppy,0.00,0.04
Olympiadwi,reppy,0.00,0.04
dwiPullman,reppy,0.00,0.04
Pullmandwi,reppy,0.00,0.04
dwiSeattle,reppy,0.00,0.04
Seattledwi,reppy,0.00,0.04
dwiSpokane,reppy,0.00,0.04
Spokanedwi,reppy,0.00,0.04
dwiBeckley,reppy,0.00,0.04
Beckleydwi,reppy,0.00,0.04
dwiGrafton,reppy,0.00,0.04
Graftondwi,reppy,0.00,0.04
dwiWeirton,reppy,0.00,0.04
Weirtondwi,reppy,0.00,0.04
dwiBaraboo,reppy,0.00,0.04
Baraboodwi,reppy,0.00,0.04
dwiKenosha,reppy,0.00,0.04
Kenoshadwi,reppy,0.00,0.04
dwiMenasha,reppy,0.00,0.04
Menashadwi,reppy,0.00,0.04
dwiOshkosh,reppy,0.00,0.04
Oshkoshdwi,reppy,0.00,0.04
dwiPortage,reppy,0.00,0.04
Portagedwi,reppy,0.00,0.04
dwiWyoming,reppy,0.00,0.04
Wyomingdwi,reppy,0.00,0.04
dwiLaramie,reppy,0.00,0.04
Laramiedwi,reppy,0.00,0.04
dwiRawlins,reppy,0.00,0.04
Rawlinsdwi,reppy,0.00,0.04
dwiWorland,reppy,0.00,0.04
Worlanddwi,reppy,0.00,0.04
dwiElMonte,reppy,0.00,0.04
ElMontedwi,reppy,0.00,0.04
dwiLaHabra,reppy,0.00,0.04
LaHabradwi,reppy,0.00,0.04
dwiSanJose,reppy,0.00,0.04
SanJosedwi,reppy,0.00,0.04
dwiLaJunta,reppy,0.00,0.04
LaJuntadwi,reppy,0.00,0.04
dwiKeyWest,reppy,0.00,0.04
KeyWestdwi,reppy,0.00,0.04
dwiPalmBay,reppy,0.00,0.04
PalmBaydwi,reppy,0.00,0.04
dwiLaSalle,reppy,0.00,0.04
LaSalledwi,reppy,0.00,0.04
dwiOakPark,reppy,0.00,0.04
OakParkdwi,reppy,0.00,0.04
dwiBayCity,reppy,0.00,0.04
BayCitydwi,reppy,0.00,0.04
dwiRedWing,reppy,0.00,0.04
RedWingdwi,reppy,0.00,0.04
dwiCapeMay,reppy,0.00,0.04
CapeMaydwi,reppy,0.00,0.04
dwiFortLee,reppy,0.00,0.04
FortLeedwi,reppy,0.00,0.04
dwiSantaFe,reppy,0.00,0.04
SantaFedwi,reppy,0.00,0.04
dwiNewYork,reppy,0.00,0.04
NewYorkdwi,reppy,0.00,0.04
dwiNewBern,reppy,0.00,0.04
NewBerndwi,reppy,0.00,0.04
dwiElkCity,reppy,0.00,0.04
ElkCitydwi,reppy,0.00,0.04
dwiCoosBay,reppy,0.00,0.04
CoosBaydwi,reppy,0.00,0.04
dwiJohnDay,reppy,0.00,0.04
JohnDaydwi,reppy,0.00,0.04
dwiNewHope,reppy,0.00,0.04
NewHopedwi,reppy,0.00,0.04
dwiOilCity,reppy,0.00,0.04
OilCitydwi,reppy,0.00,0.04
duiAlabama,reppy,0.00,0.04
Alabamadui,reppy,0.00,0.04
duiClanton,reppy,0.00,0.04
Clantondui,reppy,0.00,0.04
duiCullman,reppy,0.00,0.04
Cullmandui,reppy,0.00,0.04
duiDecatur,reppy,0.00,0.04
Decaturdui,reppy,0.00,0.04
duiEufaula,reppy,0.00,0.04
Eufauladui,reppy,0.00,0.04
duiGadsden,reppy,0.00,0.04
Gadsdendui,reppy,0.00,0.04
duiOpelika,reppy,0.00,0.04
Opelikadui,reppy,0.00,0.04
duiCordova,reppy,0.00,0.04
Cordovadui,reppy,0.00,0.04
duiSkagway,reppy,0.00,0.04
Skagwaydui,reppy,0.00,0.04
duiArizona,reppy,0.00,0.04
Arizonadui,reppy,0.00,0.04
duiClifton,reppy,0.00,0.04
Cliftondui,reppy,0.00,0.04
duiDouglas,reppy,0.00,0.04
Douglasdui,reppy,0.00,0.04
duiKingman,reppy,0.00,0.04
Kingmandui,reppy,0.00,0.04
duiNogales,reppy,0.00,0.04
Nogalesdui,reppy,0.00,0.04
duiPhoenix,reppy,0.00,0.04
Phoenixdui,reppy,0.00,0.04
duiWinslow,reppy,0.00,0.04
Winslowdui,reppy,0.00,0.04
duiNewport,reppy,0.00,0.04
Newportdui,reppy,0.00,0.04
duiOsceola,reppy,0.00,0.04
Osceoladui,reppy,0.00,0.04
duiAlameda,reppy,0.00,0.04
Alamedadui,reppy,0.00,0.04
duiAnaheim,reppy,0.00,0.04
Anaheimdui,reppy,0.00,0.04
duiAntioch,reppy,0.00,0.04
Antiochdui,reppy,0.00,0.04
duiArcadia,reppy,0.00,0.04
Arcadiadui,reppy,0.00,0.04
duiBarstow,reppy,0.00,0.04
Barstowdui,reppy,0.00,0.04
duiBelmont,reppy,0.00,0.04
Belmontdui,reppy,0.00,0.04
duiBurbank,reppy,0.00,0.04
Burbankdui,reppy,0.00,0.04
duiCompton,reppy,0.00,0.04
Comptondui,reppy,0.00,0.04
duiConcord,reppy,0.00,0.04
Concorddui,reppy,0.00,0.04
duiFontana,reppy,0.00,0.04
Fontanadui,reppy,0.00,0.04
duiFremont,reppy,0.00,0.04
Fremontdui,reppy,0.00,0.04
duiHayward,reppy,0.00,0.04
Haywarddui,reppy,0.00,0.04
duiModesto,reppy,0.00,0.04
Modestodui,reppy,0.00,0.04
duiNeedles,reppy,0.00,0.04
Needlesdui,reppy,0.00,0.04
duiNorwalk,reppy,0.00,0.04
Norwalkdui,reppy,0.00,0.04
duiOakland,reppy,0.00,0.04
Oaklanddui,reppy,0.00,0.04
duiOntario,reppy,0.00,0.04
Ontariodui,reppy,0.00,0.04
duiRedding,reppy,0.00,0.04
Reddingdui,reppy,0.00,0.04
duiSalinas,reppy,0.00,0.04
Salinasdui,reppy,0.00,0.04
duiTurlock,reppy,0.00,0.04
Turlockdui,reppy,0.00,0.04
duiVallejo,reppy,0.00,0.04
Vallejodui,reppy,0.00,0.04
duiVentura,reppy,0.00,0.04
Venturadui,reppy,0.00,0.04
duiVisalia,reppy,0.00,0.04
Visaliadui,reppy,0.00,0.04
duiAlamosa,reppy,0.00,0.04
Alamosadui,reppy,0.00,0.04
duiBoulder,reppy,0.00,0.04
Boulderdui,reppy,0.00,0.04
duiDurango,reppy,0.00,0.04
Durangodui,reppy,0.00,0.04
duiGreeley,reppy,0.00,0.04
Greeleydui,reppy,0.00,0.04
duiAnsonia,reppy,0.00,0.04
Ansoniadui,reppy,0.00,0.04
duiBristol,reppy,0.00,0.04
Bristoldui,reppy,0.00,0.04
duiDanbury,reppy,0.00,0.04
Danburydui,reppy,0.00,0.04
duiEnfield,reppy,0.00,0.04
Enfielddui,reppy,0.00,0.04
duiLebanon,reppy,0.00,0.04
Lebanondui,reppy,0.00,0.04
duiMeriden,reppy,0.00,0.04
Meridendui,reppy,0.00,0.04
duiMilford,reppy,0.00,0.04
Milforddui,reppy,0.00,0.04
duiNorwich,reppy,0.00,0.04
Norwichdui,reppy,0.00,0.04
duiSeymour,reppy,0.00,0.04
Seymourdui,reppy,0.00,0.04
duiShelton,reppy,0.00,0.04
Sheltondui,reppy,0.00,0.04
duiWindham,reppy,0.00,0.04
Windhamdui,reppy,0.00,0.04
duiWindsor,reppy,0.00,0.04
Windsordui,reppy,0.00,0.04
duiWinsted,reppy,0.00,0.04
Winsteddui,reppy,0.00,0.04
duiFlorida,reppy,0.00,0.04
Floridadui,reppy,0.00,0.04
duiHialeah,reppy,0.00,0.04
Hialeahdui,reppy,0.00,0.04
duiOrlando,reppy,0.00,0.04
Orlandodui,reppy,0.00,0.04
duiPalatka,reppy,0.00,0.04
Palatkadui,reppy,0.00,0.04
duiSanford,reppy,0.00,0.04
Sanforddui,reppy,0.00,0.04
duiSebring,reppy,0.00,0.04
Sebringdui,reppy,0.00,0.04
